Campaign Name,Community Name,Heading,Sub-Heading,Country,Code,Zakat Eligibility
Sofia for The Greater Shaam!,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Zahra's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Strivingforjannah._,TEAM SHARE THE KHAIR!,General Fund,Most Needed / Flexible Allocation,Gaza,MST-GAZ,Zakat
Sister Mobeen Rana,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Ayaz - Tour-du-Maroc,Tour-du-Maroc,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Sisters for Syria,Empower Syriaâ€™s Most Vulnerable â€“ Sponsorships,Sponsorships,Unassigned,Syria,SPN-SYR,Zakat
Rumaysa for The Liberated Lands!,Team East London,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Ramadan Rewards organised by Rukshana,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Kamrul for The Liberated Lands!,Team East London,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Zakat al-Fitr (Fitrana) - Rethink Charity,THE LIBERATED LANDS CHALLENGE!,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Build a Village build a Nation,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Ramadan 2025,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Nuha's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Anees's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Sumayah for The Liberated Lands!,Team East London,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Liberate the Lands together!,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Salim - Tour-du-Maroc,Tour-du-Maroc,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Saifullah for The Liberated Lands!,TEAM SHARE THE KHAIR!,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Numaan's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Delivering Fitr & Eid Gifts to Those in Need!,Tour-du-Maroc,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
The Liberated Lands!,TEAM SISTERS' PROJECT,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Rozeena's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Ansa Khan for The Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
The Eid Clothing Project for kidsÂ inÂ Gaza,THE LIBERATED LANDS CHALLENGE!,Seasonal & Annual Campaigns,Eid Party,Gaza,SEA-GAZ-EID,Zakat
Sameera's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Aisyah for Survivors,Empower Syriaâ€™s Most Vulnerable â€“ Sponsorships,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
The Liberated Lands!,THE LIBERATED LANDS - RETHINK CHARITY INT.,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ðŸŒ™RETHINK CHARITY IFTAR4SHAAM CHALLENGE,THE LIBERATED LANDS CHALLENGE!,Seasonal & Annual Campaigns,Iftar,Syria,SEA-SYR-IFT,Zakat
Salah and Deen Shah - Children's Challenge!!!,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Kauser - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Taiyub - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Huzaifah & Haneen Ramadan Challenge!,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
COALSUMA - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Rejwan & Ummi,Guardians of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Elishaâ€™s Fundraiser,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Sumayyah's STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
EVER SO SPECIAL - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Asama - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Rukba - Stand with Gaza & Syria,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Safiyah - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Fatimah - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Nusaybah Aasiayah & Yusuf -  STAND WITH GAZA & SYRIA!,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Aaliyah Abdul Rahman - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Nasrine - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Samina - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Afzal Gazi,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,MST-ALL,Zakat
Sabreena - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Umm Nusaybah - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Rabius Sunii,Guardians of the Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Jarif,Guardians of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Farah - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Nabeel,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Ayoob - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Astracia - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
The Islamic Homeschooling Hub,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Zeb - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Ammara,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Eesah,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Eesa & Layth - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Nawaz,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Maryam for Project 100 Smiles!,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Dr Amina  - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,Emergency Aid,Unassigned,"Gaza,Syria",EMR-MTC,Zakat
Dawud - Al-Noor Boat Race 2026,Team 7th Goodmayes - Male,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Mihad Tutors - 56/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Tajahed Chowdhury,Guardians of the Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Fateh - Project 100 Smiles,University of Westminster ISOC,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
"Give Your Zakat Directly to Families in Gaza, Syria & Afghanistan",Ramadan 2026 - Rethink Charity.,Zakat Direct,Unassigned,"Gaza,Syria,Afghanistan",ZKT-ALL,Zakat
Amrana's Stand with Gaza & Syria,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Khayra's Sponsor an Orphan in Shaam,TEAM SISTERS' PROJECT,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
ROBOCODE's Ramadan Children's Challenge,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Jamila's Sponsor an Orphan,TEAM SISTERS' PROJECT,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Elevate in Ranks,TEAM SISTERS' PROJECT,Sponsorships,Huffaz Sponsorships,Syria,SPN-SYR-HUF,Zakat
"Nusaybah, Iliyas and Yunis",TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Ibby,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
STAND WITH GAZA & SYRIA THIS RAMADAN,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Dilwar - 59/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Umar & Nadim - Widows & Orphan,AshbÄl Al-Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
Ahmed - Widow & Orphan,AshbÄl Al-Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
Tour Du Maroc Stage 4,Tour-du-Maroc,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
"Ibraheem, Talha and Sara",TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Maryam Family & Friendsâ€™ Sponsor a Widow & Orphans in Syria,TEAM SISTERS' PROJECT,Sponsorships,Widow Sponsorship,Syria,SPN-SYR-WID,Zakat
Irfan - Tour-du-Maroc - STAGE 4,Tour-du-Maroc,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Shaz - Tour-du-Maroc - STAGE 4,Tour-du-Maroc,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Khalid Kakes - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,Emergency Aid,Unassigned,"Gaza,Syria",EMR-GAZ-SYR,Zakat
Um Idris - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Arya Fatimah Orhan - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,Emergency Aid,Unassigned,"Gaza,Syria",EMR-GAZ-SYR,Zakat
"REWARD OF ALL SPONSORSHIPS IN THE LAST 10 DAYS- Qutaybah, Usamah, Miqdad, Rufaydah & Baybers",TEAM SISTERS' PROJECT,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Coming Soon...,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
Build Rising Stars Of Shaam School This Ramadan!,Ashaab-AsSuffah,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
OLC - KS3/4 Girls,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Forhad sobur,Guardians of the Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Syeda & Maisha,AshbÄl Al-Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Jav - Tour-du-Maroc - STAGE 4,Tour-du-Maroc,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
THE OLC - Group E,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,Gaza,MST-GAZ,Zakat
OLC - KS3/4 Boys,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Qanwal - STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Raf - Stand 4 Gaza,Guardians of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Rafsan,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Adil Hamid,Guardians of the Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
RISE OF THE ASHBAL: MASJID & SCHOOL PROJECT,Rise of the Ashbal,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Non-Zakat
Haaritha - Orphan Sponsorship,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Sumayyah,Guardians of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Safwan,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Help me fundraise to support an Orphan for a full year,Rethink Charity,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Iqbal,Guardians of the Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Anis - Support Widows & Orphans,AshbÄl Al-Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Kowsar,Guardians of the Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
AMJAD - STAGE 4,Tour-du-Maroc,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Yusuf & Yahya Ramadan Challenge!,TEAM SISTERS' PROJECT,Seasonal & Annual Campaigns,Iftar,"Syria,Gaza",SEA-ALL-IFT,Zakat
SISTERSâ€™ PROJECT: ZAKATUL FITR IN GAZA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,Gaza,MST-GAZ,Zakat
Sa'ad ibn Saif Ar Rahman,Guardians of the Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
STAND WITH GAZA & SYRIA,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Maryam,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Usamah,Guardians of the Ummah,General Fund,Unassigned,Afghanistan,MST-AFG,Zakat
Sabana - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Nushma - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
